38,0,0
38,0,0
38,1,0
38,0,0
38,1,0
38,1,100
38,1,0
38,0,100
38,1,0
38,1,100
38,1,0
38,0,0
38,0,0
38,1,0
38,1,0
38,0,100
38,0,0
38,1,100
38,0,0
38,0,0
38,0,0
38,0,0
38,1,0
38,1,0
38,1,0
38,0,0
38,0,0
38,0,0
38,1,0
38,1,0
38,0,0
38,1,100
38,0,0
38,0,0
38,1,0
38,0,0
38,0,0
38,1,0
38,0,0
38,1,0
38,1,100
38,1,100
38,1,100
38,1,0
38,1,100
38,1,0
38,0,0
38,1,0
38,1,0
38,1,100
38,1,100
38,1,100
38,1,0
38,0,100
38,0,0
38,1,0
38,1,0
38,0,0
38,0,100
38,0,0
38,1,100
38,1,0
38,1,0
38,1,0
38,0,0
38,1,100
38,0,0
38,0,0
38,0,0
38,1,100
38,0,0
38,1,0
38,1,0
38,1,100
38,1,0
38,0,0
38,0,0
38,1,0
38,1,0
38,1,0
38,1,0
38,0,0
38,1,100
38,1,0
38,1,0
38,1,0
38,0,0
38,0,0
38,0,0
38,0,100
38,1,0
38,0,0
38,0,0
38,0,0
38,1,0
38,0,0
38,1,0
38,0,0
38,0,0
38,1,0
38,0,0
38,0,0
38,0,100
38,0,0
38,1,0
38,1,100
38,1,100
38,1,0
38,1,0
38,0,100
38,1,0
38,1,100
38,0,0
38,0,0
38,0,0
38,1,0
38,1,0
38,1,0
38,1,100
38,1,0
38,0,0
38,1,0
38,0,0
38,0,0
38,1,0
38,0,0
38,0,0
38,1,0
38,0,0
38,0,0
38,0,0
38,0,0
38,0,0
38,1,100
38,0,100
38,0,0
38,1,0
38,1,100
38,1,0
38,0,100
38,1,100
38,0,0
38,1,100
38,1,0
38,0,0
38,1,0
38,1,100
38,0,0
38,1,0
38,0,0
38,1,100
38,1,0
38,1,0
38,1,0
38,0,0
38,1,0
38,0,0
38,1,100
38,0,100
38,0,0
38,1,0
38,0,0
38,0,0
38,1,100
38,0,0
38,1,100
38,1,100
38,1,100
38,1,0
38,1,100
38,0,0
38,1,0
38,1,100
38,0,0
38,0,100
38,1,0
38,1,0
38,1,100
38,0,0
38,1,100
38,1,100
38,0,0
38,0,0
38,0,0
38,1,100
38,1,100
38,0,0
38,0,0
38,1,0
38,1,0
38,1,0
38,1,0
38,1,0
38,0,0
38,0,0
38,0,0
38,1,0
38,0,0
38,0,0
38,1,0
38,0,0
38,1,100
38,0,0
38,0,0
38,0,0
38,0,0
38,1,0
38,1,100
38,0,0
38,1,0
38,1,100
38,1,100
38,0,100
38,0,0
38,1,0
38,0,100
38,0,0
38,1,100
38,1,0
38,1,0
38,0,0
38,1,100
38,0,0
38,1,0
38,1,0
38,1,0
38,0,100
38,0,0
38,1,0
38,1,100
38,0,0
38,0,0
38,1,0
38,0,0
38,1,0
38,0,0
38,0,0
38,1,0
38,0,0
38,1,100
38,0,100
38,0,0
38,0,0
38,1,0
38,1,0
38,1,0
38,1,100
38,0,0
38,1,0
38,0,0
38,0,0
38,1,0
38,1,100
38,0,100
38,1,0
38,1,0
38,0,0
38,1,0
38,0,0
38,0,0
38,1,0
38,0,0
38,0,0
38,0,0
38,0,0
38,1,0
38,0,0
38,0,0
38,0,100
38,1,0
38,0,0
38,1,100
38,1,0
38,1,0
38,1,0
38,1,0
38,1,100
38,0,0
38,0,0
38,0,0
38,0,0
38,0,0
38,1,100
38,1,0
38,0,100
38,1,0
38,0,0
38,1,0
38,0,0
38,0,0
38,0,0
38,0,0
38,1,0
38,1,100
38,1,0
38,1,0
38,0,0
38,0,0
38,0,0
38,0,100
38,0,0
38,0,0
38,0,0
38,1,100
38,0,0
38,1,100
38,0,0
38,0,0
38,0,0
38,1,0
38,0,100
38,0,0
38,1,100
38,1,0
38,1,100
38,1,100
38,0,0
38,0,0
38,0,100
38,0,0
38,1,0
38,0,0
38,1,0
38,1,100
38,0,0
38,1,0
38,0,0
38,0,0
38,1,100
38,1,100
38,1,0
38,0,0
38,1,0
38,1,100
38,0,100
38,0,0
38,1,0
38,1,100
38,0,0
38,0,0
38,0,0
38,0,100
38,0,100
38,0,0
38,1,0
38,1,100
38,0,100
38,0,0
38,1,0
38,0,0
38,1,100
38,1,0
38,0,100
38,0,0
38,1,0
38,1,0
38,0,100
38,1,0
38,1,0
38,0,0
38,0,0
38,0,100
38,0,0
38,1,0
38,0,0
38,0,100
38,1,0
38,1,0
38,1,0
38,0,0
38,0,100
38,1,100
38,0,0
38,1,0
38,0,0
38,1,100
38,1,100
38,0,0
38,1,0
38,1,100
38,1,100
38,0,0
38,0,0
38,0,0
38,1,0
38,1,0
38,0,0
38,0,0
38,0,0
38,0,0
38,1,0
38,1,0
38,0,0
38,0,100
38,1,0
38,0,0
38,0,100
38,0,0
38,1,100
38,0,0
1,0,100
1,1,100
1,0,100
1,1,0
1,0,0
1,0,0
1,0,0
1,1,100
1,0,100
1,1,100
1,0,0
1,1,0
1,0,0
1,1,100
1,0,100
1,1,0
1,1,100
1,1,0
1,1,100
1,1,100
1,0,100
1,0,0
1,1,100
1,1,0
1,1,100
1,1,0
1,1,0
1,0,100
1,1,0
1,0,100
1,1,100
1,0,0
1,1,0
1,0,100
1,0,0
1,0,0
1,1,0
1,0,100
1,0,100
1,0,0
1,1,100
1,1,0
1,1,0
1,0,0
1,1,0
1,0,100
1,0,100
1,0,100
1,1,0
1,1,0
1,0,100
1,0,100
1,0,100
1,1,100
1,0,100
1,0,0
1,1,100
1,1,0
1,1,0
1,1,100
1,1,100
1,0,0
1,0,100
1,1,100
1,1,100
1,0,100
1,1,100
1,1,0
1,1,100
1,0,100
1,1,0
1,0,0
1,1,100
1,1,0
1,0,0
1,1,100
1,0,100
1,0,0
1,0,100
1,0,100
1,1,100
1,0,0
1,1,0
1,0,0
1,0,0
1,1,0
1,0,0
1,1,100
1,0,100
1,0,0
1,0,0
1,0,0
1,1,0
1,0,100
1,0,100
1,1,100
1,0,0
1,0,0
1,0,0
1,1,100
1,1,0
1,1,100
1,1,100
1,1,100
1,0,0
1,0,100
1,1,100
1,0,100
1,1,100
1,0,0
1,1,0
1,0,100
1,1,100
1,1,0
1,1,100
1,0,0
1,0,0
1,0,0
1,1,0
1,1,0
1,0,100
1,0,100
1,0,0
1,1,0
1,1,100
1,0,0
1,1,0
1,1,0
1,1,100
1,0,0
1,0,0
1,0,0
1,0,100
1,0,100
1,0,100
1,0,100
1,1,100
1,1,100
1,1,100
1,0,0
1,1,100
1,1,100
1,1,100
1,1,100
1,0,0
1,0,0
1,1,100
1,0,100
1,1,0
1,1,0
1,0,0
1,0,100
1,0,100
1,0,100
1,0,0
1,0,0
1,1,100
1,0,0
1,1,0
1,1,0
1,1,0
1,1,100
1,0,0
1,1,0
1,0,100
1,0,0
1,1,100
1,0,0
1,0,0
1,1,0
1,1,0
1,1,100
1,0,100
1,1,0
1,0,0
1,0,0
1,0,100
1,0,100
1,1,0
1,0,0
1,1,100
1,1,0
1,0,0
1,1,0
1,0,100
1,1,0
1,0,0
1,1,0
1,0,0
1,0,100
1,1,100
1,0,100
1,0,100
1,1,100
1,0,100
1,0,0
1,0,100
1,1,0
1,0,100
1,0,100
1,1,0
1,0,0
1,1,100
1,0,0
1,0,0
1,0,0
1,0,100
1,0,100
1,1,0
1,0,0
1,1,0
1,0,100
1,1,100
1,1,100
1,0,0
1,1,100
1,0,0
1,0,100
1,0,0
1,1,100
1,1,0
1,1,100
1,1,0
1,1,0
1,1,100
1,1,100
1,1,100
1,0,0
1,0,0
1,0,100
1,0,100
1,1,0
1,1,0
1,1,100
1,1,0
1,1,100
1,0,100
1,1,0
1,1,100
1,0,100
1,0,100
1,0,100
1,0,100
1,1,100
1,1,100
1,1,0
1,0,0
1,0,0
1,1,100
1,0,0
1,0,100
1,1,100
1,1,0
1,0,0
1,0,0
1,0,100
1,0,100
1,1,0
1,1,100
1,0,100
1,0,100
1,1,0
1,0,0
1,1,100
1,0,100
1,1,100
1,1,0
1,1,0
1,0,100
1,1,0
1,0,0
1,0,0
1,0,100
1,0,0
1,1,0
1,1,0
1,0,0
1,1,0
1,1,0
1,1,100
1,1,0
1,1,0
1,1,100
1,1,0
1,0,0
1,1,0
1,1,0
1,0,0
1,0,100
1,1,100
1,1,0
1,0,100
1,1,0
1,0,100
1,0,100
1,0,0
1,1,0
1,1,100
1,0,0
1,1,100
1,1,100
1,1,0
1,0,100
1,1,100
1,0,0
1,1,0
1,1,100
1,1,100
1,1,0
1,0,0
1,1,100
1,1,0
1,1,0
1,0,100
1,1,0
1,0,100
1,0,0
1,1,0
1,1,0
1,0,0
1,1,0
1,1,0
1,1,100
1,1,100
1,1,0
1,0,0
1,1,100
1,1,0
1,0,100
1,0,100
1,0,0
1,0,100
1,1,0
1,1,100
1,0,0
1,1,100
1,1,100
1,1,0
1,0,100
1,1,100
1,1,0
1,0,0
1,0,0
1,1,100
1,1,100
1,1,100
1,0,100
1,1,0
1,0,0
1,0,100
1,0,0
1,1,0
1,1,100
1,0,0
1,1,100
1,0,100
1,1,100
1,0,100
1,1,0
1,0,0
1,1,0
1,1,100
1,0,0
1,0,0
1,1,0
1,0,100
1,0,0
1,0,100
1,0,100
1,1,100
1,1,100
1,0,0
1,1,0
1,1,100
1,0,0
1,0,0
1,0,0
1,0,0
1,0,100
1,1,0
1,0,0
1,0,0
1,0,0
1,1,0
1,1,0
1,0,0
1,0,0
1,0,0
1,1,0
1,0,100
1,0,0
1,1,100
1,0,0
1,1,0
1,0,0
1,1,100
1,0,100
1,1,100
1,1,0
1,0,100
2,1,100
2,1,100
2,0,0
2,0,100
2,1,100
2,0,0
2,1,100
2,0,100
2,1,100
2,1,0
2,1,0
2,0,100
2,1,100
2,0,100
2,0,100
2,0,100
2,0,100
2,0,100
2,1,0
2,0,0
2,0,100
2,0,100
2,0,100
2,1,100
2,0,0
2,0,0
2,0,0
2,1,100
2,0,100
2,0,100
2,0,0
2,1,100
2,0,0
2,0,0
2,1,100
2,0,100
2,0,0
2,1,100
2,0,0
2,1,100
2,1,100
2,1,100
2,1,0
2,0,100
2,1,0
2,0,0
2,1,0
2,1,0
2,1,100
2,0,0
2,0,0
2,0,100
2,0,0
2,0,100
2,0,100
2,0,100
2,0,100
2,1,100
2,0,100
2,0,0
2,1,100
2,0,100
2,1,100
2,0,0
2,0,0
2,1,0
2,1,100
2,0,0
2,1,100
2,0,100
2,0,0
2,1,100
2,1,100
2,0,100
2,1,100
2,1,100
2,0,0
2,1,0
2,0,100
2,1,0
2,1,100
2,1,100
2,0,100
2,1,100
2,0,100
2,0,100
2,0,0
2,0,100
2,1,100
2,0,100
2,1,0
2,0,100
